geneID,test,log2FoldChange,pvalue,From,Gene Names,Gene Name
Krt18,group2/group1,-6.7,0.145158847860789,Krt18,KRT18 CYK18 PIG46,KRT18
Krt19,group2/group1,3.76,0.280944584741304,Krt19,KRT19,KRT19
Krt2,group2/group1,0.0,1.0,Krt2,KRT2 KRT2A KRT2E,KRT2
Krt20,group2/group1,0.0,1.0,Krt20,KRT20,KRT20
Krt222,group2/group1,0.0,1.0,Krt222,KRT222 KA21 KRT222P,KRT222
Krt23,group2/group1,0.0,1.0,Krt23,KRT23,KRT23
Krt24,group2/group1,0.0,1.0,Krt24,KRT24 KA24,KRT24
Krt25,group2/group1,0.0,1.0,Krt25,KRT25 KRT25A,KRT25
Krt26,group2/group1,0.0,1.0,Krt26,KRT26 KRT25B,KRT26
Krt27,group2/group1,0.0,1.0,Krt27,KRT27 KRT25C,KRT27
Krt28,group2/group1,0.0,1.0,Krt28,KRT28 KRT25D,KRT28
Krt31,group2/group1,0.0,1.0,Krt31,KRT31 HHA1 HKA1 KRTHA1,KRT31
Krt32,group2/group1,0.0,1.0,Krt32,KRT32 HHA2 HKA2 KRTHA2,KRT32
Krt33a,group2/group1,0.0,1.0,Krt33a,KRT33A HHA3-I HKA3A KRTHA3A,KRT33A
Krt33b,group2/group1,0.0,1.0,Krt33b,KRT33B HHA3-II HKA3B KRTHA3B,KRT33B
Krt34,group2/group1,0.0,1.0,Krt34,KRT34 HHA4 HKA4 KRTHA4,KRT34
Krt35,group2/group1,0.0,1.0,Krt35,KRT35 HHA5 HKA5 KRTHA5,KRT35
Krt36,group2/group1,0.0,1.0,Krt36,KRT36 HHA6 HKA6 KRTHA6,KRT36
Krt39,group2/group1,0.0,1.0,Krt39,KRT39 KA35,KRT39
Krt4,group2/group1,0.0,1.0,Krt4,KRT4 CYK4,KRT4
Krt40,group2/group1,0.0,1.0,Krt40,KRT40 KA36,KRT40
Krt5,group2/group1,0.0,1.0,Krt5,KRT5,KRT5
Krt6a,group2/group1,0.0,1.0,Krt6a,KRT6A K6A KRT6D,KRT6A
Krt6b,group2/group1,0.0,1.0,Krt6b,KRT6B K6B KRTL1,KRT6B
Krt7,group2/group1,0.0,1.0,Krt7,KRT7 SCL,KRT7
Krt71,group2/group1,0.0,1.0,Krt71,KRT71 K6IRS1 KB34 KRT6IRS1,KRT71
Krt72,group2/group1,0.0,1.0,Krt72,KRT72 K6IRS2 KB35 KRT6 KRT6IRS2,KRT72
Krt73,group2/group1,0.0,1.0,Krt73,KRT73 K6IRS3 KB36 KRT6IRS3,KRT73
Krt74,group2/group1,0.0,1.0,Krt74,KRT74 K6IRS4 KB37 KRT5C KRT6IRS4,KRT74
Krt75,group2/group1,0.0,1.0,Krt75,KRT75 K6HF KB18,KRT75
Krt76,group2/group1,0.0,1.0,Krt76,KRT76 KRT2B KRT2P,KRT76
Krt77,group2/group1,0.0,1.0,Krt77,KRT77 KRT1B,KRT77
Krt78,group2/group1,0.0,1.0,Krt78,KRT78 K5B KB40,KRT78
Krt79,group2/group1,0.0,1.0,Krt79,KRT79 K6L KB38 KRT6L,KRT79
Krt8,group2/group1,0.0,1.0,Krt8,KRT8 CYK8,KRT8
Krt80,group2/group1,1.1,0.534238315870612,Krt80,KRT80 KB20,KRT80
Krt81,group2/group1,0.0,1.0,Krt81,KRT81 KRTHB1 MLN137,KRT81
Krt82,group2/group1,0.0,1.0,Krt82,KRT82 KRTHB2,KRT82
Krt83,group2/group1,0.0,1.0,Krt83,KRT83 KRTHB3,KRT83
Krt84,group2/group1,0.0,1.0,Krt84,KRT84 KRTHB4,KRT84
Krt85,group2/group1,0.0,1.0,Krt85,KRT85 KRTHB5,KRT85
Krt86,group2/group1,0.0,1.0,Krt86,KRT86 KRTHB6,KRT86
Krt9,group2/group1,0.0,1.0,Krt9,KRT9,KRT9
Krtap1-3,group2/group1,0.0,1.0,Krtap1-3,KRTAP1-3 B2B KAP1.2 KAP1.3 KAP1.8 KAP1.9 KRATP1.9 KRTAP1.8,KRTAP1-3
Krtap1-4,group2/group1,0.0,1.0,Krtap1-4,KRTAP1-4 KAP1.4 KRTAP1.4,KRTAP1-4
Krtap1-5,group2/group1,0.0,1.0,Krtap1-5,KRTAP1-5 KAP1.5 KRTAP1.5,KRTAP1-5
Krtap10-10,group2/group1,0.0,1.0,Krtap10-10,KRTAP10-10 KAP10.10 KAP18-10 KRTAP10.10 KRTAP18-1 KRTAP18.10,KRTAP10-10
Krtap10-4,group2/group1,0.0,1.0,Krtap10-4,KRTAP10-4 KAP10.4 KAP18-4 KRTAP10.4 KRTAP18-4 KRTAP18.4,KRTAP10-4
Krtap11-1,group2/group1,0.0,1.0,Krtap11-1,KRTAP11-1 KAP11.1 KRTAP11.1,KRTAP11-1
Krtap12-1,group2/group1,0.0,1.0,Krtap12-1,KRTAP12-1 KAP12.1 KRTAP12.1,KRTAP12-1
Krtap13-1,group2/group1,0.0,1.0,Krtap13-1,KRTAP13-1 KAP13.1 KRTAP13.1,KRTAP13-1
Krtap16-1,group2/group1,0.0,1.0,Krtap16-1,KRTAP16-1 KAP16.1,KRTAP16-1
Krtap17-1,group2/group1,0.0,1.0,Krtap17-1,KRTAP17-1 KAP17.1 KRTAP16.1,KRTAP17-1
Krtap19-1,group2/group1,0.0,1.0,Krtap19-1,KRTAP19-1 KAP19.1 KRTAP19.1,KRTAP19-1
Krtap19-2,group2/group1,0.0,1.0,Krtap19-2,KRTAP19-2 KAP19.2,KRTAP19-2
Krtap19-3,group2/group1,0.0,1.0,Krtap19-3,KRTAP19-3 KAP19.3,KRTAP19-3
Krtap19-4,group2/group1,0.0,1.0,Krtap19-4,KRTAP19-4 KAP19.4,KRTAP19-4
Krtap19-5,group2/group1,0.0,1.0,Krtap19-5,KRTAP19-5 KAP19.5,KRTAP19-5
Krtap2-4,group2/group1,0.0,1.0,Krtap2-4,KRTAP2-4 KAP2.4 KRTAP2.4,KRTAP2-4
Krtap20-2,group2/group1,0.0,1.0,Krtap20-2,KRTAP20-2 KAP20.2,KRTAP20-2
Krtap21-1,group2/group1,0.0,1.0,Krtap21-1,KRTAP21-1 KAP21.1,KRTAP21-1
Krtap22-2,group2/group1,0.0,1.0,Krtap22-2,KRTAP22-2 KAP22.2,KRTAP22-2
Krtap24-1,group2/group1,0.0,1.0,Krtap24-1,KRTAP24-1 KAP24.1,KRTAP24-1
Krtap26-1,group2/group1,0.0,1.0,Krtap26-1,KRTAP26-1 KAP26.1,KRTAP26-1
Krtap27-1,group2/group1,0.0,1.0,Krtap27-1,KRTAP27-1 KAP27.1,KRTAP27-1
Krtap3-1,group2/group1,0.0,1.0,Krtap3-1,KRTAP3-1 KAP3.1 KRTAP3.1,KRTAP3-1
Krtap3-2,group2/group1,0.0,1.0,Krtap3-2,KRTAP3-2 KAP3.2 KRTAP3.2,KRTAP3-2
Krtap3-3,group2/group1,0.0,1.0,Krtap3-3,KRTAP3-3 KAP3.3 KRTAP3.3,KRTAP3-3
Krtap4-1,group2/group1,0.0,1.0,Krtap4-1,KRTAP4-1 KAP4.10 KRTAP4-10 KRTAP4.1 KRTAP4.10,KRTAP4-1
Krtap4-13,group2/group1,0.0,1.0,Krtap4-13,KRTAP4-4 KAP4.13 KAP4.4 KRTAP4-13 KRTAP4.13 KRTAP4.4,KRTAP4-4
Krtap4-16,group2/group1,0.0,1.0,Krtap4-16,KRTAP4-16 KRTAP4-16P KRTAP4P1,KRTAP4-16
Krtap4-2,group2/group1,0.0,1.0,Krtap4-2,KRTAP4-2 KAP4.2 KRTAP4.2,KRTAP4-2
Krtap4-6,group2/group1,0.0,1.0,Krtap4-6,KRTAP4-6 KAP4.15 KRTAP4-15 KRTAP4.15 KRTAP4.6,KRTAP4-6
Krtap4-7,group2/group1,0.0,1.0,Krtap4-7,KRTAP4-7 KAP4.7 KRTAP4.7,KRTAP4-7
Krtap4-8,group2/group1,0.0,1.0,Krtap4-8,KRTAP4-8 KAP4.8 KRTAP4.8,KRTAP4-8
Krtap4-9,group2/group1,0.0,1.0,Krtap4-9,KRTAP4-9 KAP4.9 KRTAP4.9,KRTAP4-9
Krtap5-1,group2/group1,0.0,1.0,Krtap5-1,KRTAP5-1 KAP5.1 KRN1L KRTAP5.1,KRTAP5-1
Krtap5-2,group2/group1,0.0,1.0,Krtap5-2,KRTAP5-2 KAP5-8 KAP5.2 KRTAP5-8 KRTAP5.2 KRTAP5.8,KRTAP5-2
Krtap5-3,group2/group1,0.0,1.0,Krtap5-3,KRTAP5-3 KAP5-9 KAP5.3 KRTAP5-9 KRTAP5.3 KRTAP5.9,KRTAP5-3
Krtap5-4,group2/group1,0.0,1.0,Krtap5-4,KRTAP5-4 KAP5.4 KRTAP5.4,KRTAP5-4
Krtap5-5,group2/group1,0.0,1.0,Krtap5-5,KRTAP5-5 KAP5-11 KAP5.5 KRTAP5-11 KRTAP5.11 KRTAP5.5,KRTAP5-5
Krtap6-1,group2/group1,0.0,1.0,Krtap6-1,KRTAP6-1 C21orf103 KAP6.1,KRTAP6-1
Krtap6-2,group2/group1,0.0,1.0,Krtap6-2,KRTAP6-2 KAP6.2,KRTAP6-2
Krtap7-1,group2/group1,0.0,1.0,Krtap7-1,KRTAP7-1 KAP7.1 KRTAP7.1,KRTAP7-1
Krtap8-1,group2/group1,0.0,1.0,Krtap8-1,KRTAP8-1 KAP8.1 KRTAP8.1,KRTAP8-1
Krtap9-1,group2/group1,0.0,1.0,Krtap9-1,KRTAP9-1 KAP9.1 KRTAP9.1 KRTAP9L3,KRTAP9-1
Krtap9-3,group2/group1,0.0,1.0,Krtap9-3,KRTAP9-3 KAP9.3 KRTAP9.3,KRTAP9-3
Krtap9-5,group2/group1,0.0,1.0,Krtap9-5,KRTAP9-9 KAP9.5 KAP9.9 KRTAP9-5 KRTAP9.5 KRTAP9.9,KRTAP9-9
Krtcap2,group2/group1,-0.47,0.40781476949476,Krtcap2,KRTCAP2 KCP2,KRTCAP2
Krtcap3,group2/group1,-5.57,0.224563597791893,Krtcap3,KRTCAP3 KCP3 UNQ3066/PRO9898,KRTCAP3
Krtdap,group2/group1,0.0,1.0,Krtdap,KRTDAP KDAP UNQ467/PRO826,KRTDAP
Ksr1,group2/group1,-3.71,0.301198483019292,Ksr1,KSR1 KSR,KSR1
Ksr2,group2/group1,0.0,1.0,Ksr2,KSR2,KSR2
Ksr2,group2/group1,0.0,1.0,Ksr2,CNKSR2 CNK2 KIAA0902 KSR2,CNKSR2
Kti12,group2/group1,0.43,0.638839571269946,Kti12,KTI12 SBBI81,KTI12
Ktn1,group2/group1,0.85,0.362168583173056,Ktn1,KTN1 CG1 KIAA0004,KTN1
Kxd1,group2/group1,-0.6,0.259499024648259,Kxd1,KXD1 C19orf50,KXD1
Ky,group2/group1,0.0,1.0,Ky,KY,KY
Kynu,group2/group1,1.06,0.435250580455035,Kynu,KYNU,KYNU
L1cam,group2/group1,-0.15,0.96197012914337,L1cam,L1CAM CAML1 MIC5,L1CAM
L1td1,group2/group1,0.0,1.0,L1td1,L1TD1 ECAT11,L1TD1
L2hgdh,group2/group1,0.0,1.0,L2hgdh,L2HGDH C14orf160,L2HGDH
L3hypdh,group2/group1,0.0,1.0,L3hypdh,L3HYPDH C14orf149,L3HYPDH
L3mbtl1,group2/group1,0.0,1.0,L3mbtl1,L3MBTL1 KIAA0681 L3MBT L3MBTL,L3MBTL1
L3mbtl2,group2/group1,-1.93,0.472934368793239,L3mbtl2,L3MBTL2,L3MBTL2
L3mbtl3,group2/group1,-4.44,0.269062446486012,L3mbtl3,L3MBTL3 KIAA1798 MBT1,L3MBTL3
L3mbtl4,group2/group1,0.0,1.0,L3mbtl4,L3MBTL4,L3MBTL4
Lacc1,group2/group1,-1.72,0.472812160947788,Lacc1,LACC1 C13orf31 FAMIN,LACC1
Lace1,group2/group1,1.15,0.653768124075387,Lace1,AFG1L AFG1 LACE1,AFG1L
Lactb,group2/group1,0.11,0.900368624281697,Lactb,LACTB MRPL56 UNQ843/PRO1781,LACTB
Lactb2,group2/group1,0.76,0.719370462711945,Lactb2,LACTB2 CGI-83,LACTB2
Lactbl1,group2/group1,0.0,1.0,Lactbl1,LACTBL1,LACTBL1
Lad1,group2/group1,0.0,1.0,Lad1,LAD1 LAD,LAD1
Lag3,group2/group1,0.45,0.672757628435565,Lag3,LAG3 FDC,LAG3
Lage3,group2/group1,-0.5,0.596185806536457,Lage3,LAGE3 DXS9879E ESO3 ITBA2,LAGE3
Lair1,group2/group1,1.31,0.491932337444012,Lair1,LAIR1 CD305,LAIR1
Lalba,group2/group1,0.0,1.0,Lalba,LALBA LYZL7,LALBA
Lama1,group2/group1,0.0,1.0,Lama1,LAMA1 LAMA,LAMA1
Lama2,group2/group1,0.0,1.0,Lama2,LAMA2 LAMM,LAMA2
Lama3,group2/group1,0.0,1.0,Lama3,LAMA3 LAMNA,LAMA3
Lama4,group2/group1,2.46,0.457655971127971,Lama4,LAMA4,LAMA4
Lama5,group2/group1,6.44,0.157219331137536,Lama5,LAMA5 KIAA0533 KIAA1907,LAMA5
Lamb1,group2/group1,4.58,0.188796913612354,Lamb1,LAMB1,LAMB1
Lamb2,group2/group1,6.95,0.116580586747376,Lamb2,LAMC1 LAMB2,LAMC1
Lamb2,group2/group1,6.95,0.116580586747376,Lamb2,LAMB2 LAMS,LAMB2
Lamb3,group2/group1,0.0,1.0,Lamb3,LAMB3 LAMNB1,LAMB3
Lamc1,group2/group1,0.35,0.906289848602274,Lamc1,LAMC1 LAMB2,LAMC1
Lamc2,group2/group1,7.9,0.0113447168232241,Lamc2,LAMC2 LAMB2T LAMNB2,LAMC2
Lamc3,group2/group1,0.0,1.0,Lamc3,LAMC3,LAMC3
Lamp1,group2/group1,0.95,0.0189047273735756,Lamp1,LAMP1,LAMP1
Lamp2,group2/group1,0.2,0.596466232158421,Lamp2,LAMP2,LAMP2
Lamp3,group2/group1,1.6,0.470266616207568,Lamp3,LAMP3 DCLAMP TSC403,LAMP3
Lamp5,group2/group1,0.0,1.0,Lamp5,LAMP5 C20orf103,LAMP5
Lamtor1,group2/group1,-0.09,0.817146128884838,Lamtor1,LAMTOR1 C11orf59 PDRO PP7157,LAMTOR1
Lamtor2,group2/group1,-0.6,0.23139833171222,Lamtor2,LAMTOR2 MAPBPIP ROBLD3 HSPC003,LAMTOR2
Lamtor3,group2/group1,0.13,0.765802958308909,Lamtor3,LAMTOR3 MAP2K1IP1 MAPKSP1 PRO2783,LAMTOR3
Lamtor4,group2/group1,0.0,0.99563494867066,Lamtor4,LAMTOR4 C7orf59,LAMTOR4
Lamtor5,group2/group1,0.05,0.893658708323718,Lamtor5,LAMTOR5 HBXIP XIP,LAMTOR5
Lancl1,group2/group1,-0.05,0.977448592274923,Lancl1,LANCL1 GPR69A,LANCL1
Lancl2,group2/group1,-3.45,0.372240166273267,Lancl2,LANCL2 GPR69B TASP,LANCL2
Lancl3,group2/group1,0.0,1.0,Lancl3,LANCL3,LANCL3
Lap3,group2/group1,0.54,0.293065224812318,Lap3,LAP3 LAPEP PEPS,LAP3
Laptm4a,group2/group1,0.44,0.251328779083793,Laptm4a,LAPTM4A KIAA0108 LAPTM4 MBNT MTRP UNQ1846/PRO3574,LAPTM4A
Laptm4b,group2/group1,0.49,0.269572876219833,Laptm4b,LAPTM4B PSEC0001,LAPTM4B
Laptm5,group2/group1,0.13,0.654586175456941,Laptm5,LAPTM5 KIAA0085,LAPTM5
Large,group2/group1,2.17,0.396816944435208,Large,LARGE1 KIAA0609 LARGE,LARGE1
Larp1,group2/group1,0.43,0.561078694745017,Larp1,LARP1 KIAA0731 LARP,LARP1
Larp1b,group2/group1,-0.51,0.814841623312247,Larp1b,LARP1B LARP2,LARP1B
Larp4,group2/group1,-0.07,0.940168026374137,Larp4,LARP4 PP13296,LARP4
Larp4b,group2/group1,-1.27,0.4150555153864,Larp4b,LARP4B KIAA0217 LARP5,LARP4B
Larp6,group2/group1,0.0,1.0,Larp6,LARP6,LARP6
Larp7,group2/group1,-0.9,0.575571372992927,Larp7,LARP7 HDCMA18P,LARP7
Lars,group2/group1,0.27,0.737243314701996,Lars,LARS1 KIAA1352 LARS,LARS1
Lars2,group2/group1,0.19,0.84364903121573,Lars2,LARS2 KIAA0028,LARS2
Las1l,group2/group1,0.13,0.860935041459803,Las1l,LAS1L MSTP060,LAS1L
Lasp1,group2/group1,0.28,0.696568566112237,Lasp1,LASP1 MLN50,LASP1
Lat,group2/group1,0.0,1.0,Lat,LAT,LAT
Lat2,group2/group1,-0.33,0.758800428111249,Lat2,LAT2 LAB NTAL WBS15 WBSCR15 WBSCR5 HSPC046,LAT2
Lat2,group2/group1,-0.33,0.758800428111249,Lat2,SLC7A8 LAT2,SLC7A8
Lats1,group2/group1,1.33,0.388305564251021,Lats1,LATS1 WARTS,LATS1
Lats2,group2/group1,-1.65,0.355152845302397,Lats2,LATS2 KPM,LATS2
Lax1,group2/group1,0.0,1.0,Lax1,LAX1 LAX,LAX1
Layn,group2/group1,0.0,1.0,Layn,LAYN UNQ208/PRO234,LAYN
Lbh,group2/group1,-0.29,0.809365868138778,Lbh,LBH,LBH
Lbh,group2/group1,-0.29,0.809365868138778,Lbh,SMIM29 C6orf1 LBH,SMIM29
Lbhd1,group2/group1,0.0,1.0,Lbhd1,LBHD1 C11orf48,LBHD1
Lbp,group2/group1,0.0,1.0,Lbp,LBP,LBP
Lbr,group2/group1,-0.48,0.385168675107362,Lbr,LBR,LBR
Lbx1,group2/group1,0.0,1.0,Lbx1,LBX1 LBX1H,LBX1
Lbx2,group2/group1,0.0,1.0,Lbx2,LBX2 LP3727,LBX2
Lca5,group2/group1,0.29,0.913958292730462,Lca5,LCA5 C6orf152,LCA5
Lca5l,group2/group1,0.0,1.0,Lca5l,LCA5L C21orf13,LCA5L
Lcat,group2/group1,0.0,1.0,Lcat,LCAT,LCAT
Lce1b,group2/group1,0.0,1.0,Lce1b,LCE1B LEP2 SPRL2A,LCE1B
Lce1c,group2/group1,0.0,1.0,Lce1c,LCE1C LEP3,LCE1C
Lce1d,group2/group1,0.0,1.0,Lce1d,LCE1D LEP4,LCE1D
Lce1e,group2/group1,0.0,1.0,Lce1e,LCE1E LEP5,LCE1E
Lce1f,group2/group1,0.0,1.0,Lce1f,LCE1F LEP6,LCE1F
Lce3a,group2/group1,0.0,1.0,Lce3a,LCE3A LEP13,LCE3A
Lce3b,group2/group1,0.0,1.0,Lce3b,LCE3B LEP14,LCE3B
Lce3c,group2/group1,0.0,1.0,Lce3c,LCE3C LEP15 SPRL3A,LCE3C
Lce3d,group2/group1,0.0,1.0,Lce3d,LCE3D LEP16 SPRL6A SPRL6B,LCE3D
Lce3e,group2/group1,0.0,1.0,Lce3e,LCE3E LEP17,LCE3E
Lce6a,group2/group1,0.0,1.0,Lce6a,LCE6A C1orf44,LCE6A
Lck,group2/group1,-2.96,0.348574555791199,Lck,LCK,LCK
Lclat1,group2/group1,-1.72,0.580919100563135,Lclat1,LCLAT1 AGPAT8 ALCAT1 LYCAT UNQ1849/PRO3579,LCLAT1
Lcmt1,group2/group1,-1.23,0.227565817476943,Lcmt1,LCMT1 LCMT CGI-68,LCMT1
Lcmt2,group2/group1,1.47,0.553303637806038,Lcmt2,LCMT2 KIAA0547 TYW4,LCMT2
Lcn10,group2/group1,0.0,1.0,Lcn10,LCN10,LCN10
Lcn12,group2/group1,0.0,1.0,Lcn12,LCN12,LCN12
Lcn2,group2/group1,0.0,1.0,Lcn2,LCN2 HNL NGAL,LCN2
Lcn5,group2/group1,0.0,1.0,Lcn5,LCN6 LCN5 UNQ643/PRO1273,LCN6
Lcn5,group2/group1,0.0,1.0,Lcn5,LCN8 LCN5,LCN8
Lcn6,group2/group1,0.0,1.0,Lcn6,LCN6 LCN5 UNQ643/PRO1273,LCN6
Lcn8,group2/group1,0.0,1.0,Lcn8,LCN8 LCN5,LCN8
Lcn9,group2/group1,0.0,1.0,Lcn9,LCN9,LCN9
Lcor,group2/group1,0.0,1.0,Lcor,LCOR C10orf12 KIAA1795 MLR2,LCOR
Lcorl,group2/group1,-1.15,0.671775236595074,Lcorl,LCORL,LCORL
Lcp1,group2/group1,-0.28,0.430502866408365,Lcp1,LCP1 PLS2,LCP1
Lcp2,group2/group1,-0.06,0.940626731699028,Lcp2,LCP2,LCP2
Lct,group2/group1,0.0,1.0,Lct,LCT LPH,LCT
Lctl,group2/group1,0.0,1.0,Lctl,LCTL KLPH UNQ3022/PRO9820,LCTL
Ldb1,group2/group1,-0.38,0.88916401899337,Ldb1,LDB1 CLIM2,LDB1
Ldb2,group2/group1,0.0,1.0,Ldb2,LDB2 CLIM1,LDB2
Ldb3,group2/group1,0.0,1.0,Ldb3,LDB3 KIAA0613 ZASP,LDB3
Ldha,group2/group1,0.71,0.0326504184463921,Ldha,LDHA PIG19,LDHA
Ldhal6b,group2/group1,0.0,1.0,Ldhal6b,LDHAL6B LDHAL6 LDHL,LDHAL6B
Ldhb,group2/group1,7.56,0.071242865245493,Ldhb,LDHB,LDHB
Ldhc,group2/group1,0.0,1.0,Ldhc,LDHC LDH3 LDHX,LDHC
Ldhd,group2/group1,0.0,1.0,Ldhd,LDHD,LDHD
Ldlr,group2/group1,2.19,0.00385773478309341,Ldlr,LDLR,LDLR
Ldlrad1,group2/group1,0.0,1.0,Ldlrad1,LDLRAD1,LDLRAD1
Ldlrad2,group2/group1,0.0,1.0,Ldlrad2,LDLRAD2,LDLRAD2
Ldlrad3,group2/group1,-6.24,0.18176064422255,Ldlrad3,LDLRAD3 LRAD3,LDLRAD3
Ldlrad4,group2/group1,4.36,0.0874883388617892,Ldlrad4,LDLRAD4 C18orf1,LDLRAD4
Ldlrap1,group2/group1,3.77,0.0440703362540709,Ldlrap1,LDLRAP1 ARH,LDLRAP1
Ldoc1,group2/group1,0.0,1.0,Ldoc1,LDOC1 BCUR1,LDOC1
Ldoc1l,group2/group1,0.0,1.0,Ldoc1l,RTL6 LDOC1L MAR6 MART6,RTL6
Leap2,group2/group1,0.0,1.0,Leap2,LEAP2,LEAP2
Lect1,group2/group1,0.0,1.0,Lect1,CNMD CHMI LECT1 MYETS1,CNMD
Lect2,group2/group1,0.0,1.0,Lect2,LECT2,LECT2
Lef1,group2/group1,0.0,1.0,Lef1,LEF1,LEF1
Lefty1,group2/group1,-6.96,0.123721077155987,Lefty1,LEFTY1 LEFTB LEFTYB UNQ278/PRO317,LEFTY1
Lefty2,group2/group1,0.0,1.0,Lefty2,LEFTY2 EBAF LEFTA LEFTYA TGFB4 PSEC0024,LEFTY2
Lekr1,group2/group1,0.0,1.0,Lekr1,LEKR1,LEKR1
Lelp1,group2/group1,0.0,1.0,Lelp1,LELP1,LELP1
Lemd1,group2/group1,0.0,1.0,Lemd1,LEMD1,LEMD1
Lemd2,group2/group1,-0.34,0.801972320786592,Lemd2,LEMD2,LEMD2
Lemd3,group2/group1,-1.38,0.628705974336651,Lemd3,LEMD3 MAN1,LEMD3
Lenep,group2/group1,0.0,1.0,Lenep,LENEP LEP503,LENEP
Leng1,group2/group1,0.63,0.754894935851586,Leng1,LENG1,LENG1
Leng8,group2/group1,-5.06,0.103956945075774,Leng8,LENG8 KIAA1932,LENG8
Leng9,group2/group1,0.0,1.0,Leng9,LENG9,LENG9
Leo1,group2/group1,-0.84,0.646528719476379,Leo1,LEO1 RDL,LEO1
Lep,group2/group1,0.0,1.0,Lep,LEP OB OBS,LEP
Lepr,group2/group1,0.0,1.0,Lepr,LEPROT LEPR OBR,LEPROT
Lepr,group2/group1,0.0,1.0,Lepr,LEPR DB OBR,LEPR
Leprot,group2/group1,-0.38,0.374753709117443,Leprot,LEPROT LEPR OBR,LEPROT
Leprotl1,group2/group1,-0.22,0.669661234216815,Leprotl1,LEPROTL1 My047 UNQ577/PRO1139,LEPROTL1
Letm1,group2/group1,-0.03,0.957602280021849,Letm1,LETM1,LETM1
Letm2,group2/group1,-2.53,0.37106254585386,Letm2,LETM2,LETM2
Letmd1,group2/group1,1.19,0.233077758843833,Letmd1,LETMD1,LETMD1
Lfng,group2/group1,-0.04,0.973547641016183,Lfng,LFNG,LFNG
Lgals1,group2/group1,1.15,0.0291800198285318,Lgals1,LGALS1,LGALS1
Lgals12,group2/group1,0.0,1.0,Lgals12,LGALS12 GRIP1,LGALS12
Lgals2,group2/group1,0.0,1.0,Lgals2,LGALS2,LGALS2
Lgals3,group2/group1,0.69,0.0281018297673163,Lgals3,LGALS3 MAC2,LGALS3
Lgals3bp,group2/group1,0.72,0.0668375598870147,Lgals3bp,LGALS3BP M2BP,LGALS3BP
Lgals4,group2/group1,0.0,1.0,Lgals4,LGALS4,LGALS4
Lgals7,group2/group1,0.0,1.0,Lgals7,LGALS7 PIG1; LGALS7B,LGALS7
Lgals8,group2/group1,0.67,0.598104380007151,Lgals8,LGALS8,LGALS8
Lgals9,group2/group1,-0.17,0.670820301307517,Lgals9,LGALS9,LGALS9
Lgalsl,group2/group1,7.18,0.0977451863617718,Lgalsl,LGALSL GRP HSPC159,LGALSL
Lgi1,group2/group1,0.0,1.0,Lgi1,LGI1 EPT UNQ775/PRO1569,LGI1
Lgi2,group2/group1,0.0,1.0,Lgi2,LGI2 KIAA1916 LGIL2,LGI2
Lgi3,group2/group1,0.0,1.0,Lgi3,LGI3 LGIL4 UNQ8190/PRO23199,LGI3
Lgi4,group2/group1,1.6,0.470266616207568,Lgi4,LGI4 LGIL3 UNQ6515/PRO21485,LGI4
Lgmn,group2/group1,1.52,0.0347748759425714,Lgmn,LGMN PRSC1,LGMN
Lgr4,group2/group1,0.0,1.0,Lgr4,LGR4 GPR48,LGR4
Lgr5,group2/group1,0.0,1.0,Lgr5,LGR5 GPR49 GPR67,LGR5
Lgr6,group2/group1,0.0,1.0,Lgr6,LGR6 UNQ6427/PRO21331 VTS20631,LGR6
Lgsn,group2/group1,0.0,1.0,Lgsn,LGSN GLULD1 LGS,LGSN
Lhb,group2/group1,0.0,1.0,Lhb,LHB,LHB
Lhcgr,group2/group1,0.0,1.0,Lhcgr,LHCGR LCGR LGR2 LHRHR,LHCGR
Lhfp,group2/group1,6.55,0.0353658778707062,Lhfp,LHFPL6 LHFP,LHFPL6
Lhfpl1,group2/group1,0.0,1.0,Lhfpl1,LHFPL1 UNQ5824/PRO19643,LHFPL1
Lhfpl2,group2/group1,-4.86,0.253077883610068,Lhfpl2,LHFPL2 KIAA0206,LHFPL2
Lhfpl3,group2/group1,0.0,1.0,Lhfpl3,LHFPL3 LHFPL4,LHFPL3
Lhfpl4,group2/group1,0.0,1.0,Lhfpl4,LHFPL4 GARLH4,LHFPL4
Lhfpl4,group2/group1,0.0,1.0,Lhfpl4,LHFPL3 LHFPL4,LHFPL3
Lhfpl5,group2/group1,0.0,1.0,Lhfpl5,LHFPL5 TMHS,LHFPL5
Lhpp,group2/group1,-6.5,0.123122553073812,Lhpp,LHPP,LHPP
Lhx1,group2/group1,0.0,1.0,Lhx1,LHX1 LIM-1 LIM1,LHX1
Lhx2,group2/group1,0.0,1.0,Lhx2,LHX2 LH2,LHX2
Lhx3,group2/group1,0.0,1.0,Lhx3,LHX3,LHX3
Lhx4,group2/group1,0.0,1.0,Lhx4,LHX4,LHX4
Lhx5,group2/group1,0.0,1.0,Lhx5,LHX5,LHX5
Lhx6,group2/group1,0.0,1.0,Lhx6,LHX6 LHX6.1,LHX6
Lhx8,group2/group1,6.7,0.13723575250533,Lhx8,LHX8,LHX8
Lhx9,group2/group1,0.0,1.0,Lhx9,LHX9,LHX9
Lias,group2/group1,1.67,0.194494166594177,Lias,LIAS LAS HUSSY-01,LIAS
Lif,group2/group1,1.73,0.532335096749701,Lif,LIF HILDA,LIF
Lifr,group2/group1,0.99,0.686955886450857,Lifr,LIFR,LIFR
